doc_cedente,razao_social_cedente,exposicao_estimada,n_veiculos,cnpj_empresa_rj,razao_social_rj,evento,data_evento,tribunal,papel_fidc,chave_casamento,nivel_evidencia,fonte,observacao
18773359000167,AGROBRASILCHEMICAL INDUSTRIA E COMERCIO LTDA EM RECUPERACAO JUDICIAL,6730067.795300001,1,18773359000167,AGROBRASILCHEMICAL INDUSTRIA E COMERCIO LTDA EM RECUPERACAO JUDICIAL,recuperação judicial,,,FIDC com exposição a cedente em RJ,CNPJ (idêntico) — razão social do cadastro CNPJ/RFB,fato confirmado por fonte primária,Cadastro CNPJ/Receita Federal via minhareceita.org; Lei 11.101/2005 art. 69 (sufixo obrigatório),Empresa figura como cedente de direitos creditórios em FIDC e seu nome empresarial registrado já traz o sufixo de RJ. Estar em RJ não é indício de irregularidade.
05341357000157,TRES BARRAS INDUSTRIA DE LACTEOS DO BRASIL LTDA. EM RECUPERACAO JUDICIAL,6408498.7155,1,05341357000157,TRES BARRAS INDUSTRIA DE LACTEOS DO BRASIL LTDA. EM RECUPERACAO JUDICIAL,recuperação judicial,,,FIDC com exposição a cedente em RJ,CNPJ (idêntico) — razão social do cadastro CNPJ/RFB,fato confirmado por fonte primária,Cadastro CNPJ/Receita Federal via minhareceita.org; Lei 11.101/2005 art. 69 (sufixo obrigatório),Empresa figura como cedente de direitos creditórios em FIDC e seu nome empresarial registrado já traz o sufixo de RJ. Estar em RJ não é indício de irregularidade.
12273815000123,SSM SOLUCOES METALICAS PARA ENERGIAS RENOVAVEIS LTDA EM RECUPERACAO JUDICIAL,5841921.313665999,1,12273815000123,SSM SOLUCOES METALICAS PARA ENERGIAS RENOVAVEIS LTDA EM RECUPERACAO JUDICIAL,recuperação judicial,,,FIDC com exposição a cedente em RJ,CNPJ (idêntico) — razão social do cadastro CNPJ/RFB,fato confirmado por fonte primária,Cadastro CNPJ/Receita Federal via minhareceita.org; Lei 11.101/2005 art. 69 (sufixo obrigatório),Empresa figura como cedente de direitos creditórios em FIDC e seu nome empresarial registrado já traz o sufixo de RJ. Estar em RJ não é indício de irregularidade.
55253203000181,DOUGLAS ALEXSANDRE RADOLL EM RECUPERACAO JUDICIAL EM RECUPERACAO JUDICIAL,5664858.062472,1,55253203000181,DOUGLAS ALEXSANDRE RADOLL EM RECUPERACAO JUDICIAL EM RECUPERACAO JUDICIAL,recuperação judicial,,,FIDC com exposição a cedente em RJ,CNPJ (idêntico) — razão social do cadastro CNPJ/RFB,fato confirmado por fonte primária,Cadastro CNPJ/Receita Federal via minhareceita.org; Lei 11.101/2005 art. 69 (sufixo obrigatório),Empresa figura como cedente de direitos creditórios em FIDC e seu nome empresarial registrado já traz o sufixo de RJ. Estar em RJ não é indício de irregularidade.
19348187000147,P&R ALIMENTOS DO BRASIL LTDA EM RECUPERACAO JUDICIAL,5212207.922,1,19348187000147,P&R ALIMENTOS DO BRASIL LTDA EM RECUPERACAO JUDICIAL,recuperação judicial,,,FIDC com exposição a cedente em RJ,CNPJ (idêntico) — razão social do cadastro CNPJ/RFB,fato confirmado por fonte primária,Cadastro CNPJ/Receita Federal via minhareceita.org; Lei 11.101/2005 art. 69 (sufixo obrigatório),Empresa figura como cedente de direitos creditórios em FIDC e seu nome empresarial registrado já traz o sufixo de RJ. Estar em RJ não é indício de irregularidade.
58338138000185,TOBEMA TRANSPORTADORA LTDA - EM RECUPERACAO JUDICIAL,5143810.497623,2,58338138000185,TOBEMA TRANSPORTADORA LTDA - EM RECUPERACAO JUDICIAL,recuperação judicial,,,FIDC com exposição a cedente em RJ,CNPJ (idêntico) — razão social do cadastro CNPJ/RFB,fato confirmado por fonte primária,Cadastro CNPJ/Receita Federal via minhareceita.org; Lei 11.101/2005 art. 69 (sufixo obrigatório),Empresa figura como cedente de direitos creditórios em FIDC e seu nome empresarial registrado já traz o sufixo de RJ. Estar em RJ não é indício de irregularidade.
21288040000150,BULLGUER ALIMENTACOES S.A. EM RECUPERACAO JUDICIAL,5025709.837902,1,21288040000150,BULLGUER ALIMENTACOES S.A. EM RECUPERACAO JUDICIAL,recuperação judicial,,,FIDC com exposição a cedente em RJ,CNPJ (idêntico) — razão social do cadastro CNPJ/RFB,fato confirmado por fonte primária,Cadastro CNPJ/Receita Federal via minhareceita.org; Lei 11.101/2005 art. 69 (sufixo obrigatório),Empresa figura como cedente de direitos creditórios em FIDC e seu nome empresarial registrado já traz o sufixo de RJ. Estar em RJ não é indício de irregularidade.
15689185000160,CATA TECIDOS E EMBALAGENS INDUSTRIAIS S.A. EM RECUPERACAO JUDICIAL,3974396.422511,1,15689185000160,CATA TECIDOS E EMBALAGENS INDUSTRIAIS S.A. EM RECUPERACAO JUDICIAL,recuperação judicial,,,FIDC com exposição a cedente em RJ,CNPJ (idêntico) — razão social do cadastro CNPJ/RFB,fato confirmado por fonte primária,Cadastro CNPJ/Receita Federal via minhareceita.org; Lei 11.101/2005 art. 69 (sufixo obrigatório),Empresa figura como cedente de direitos creditórios em FIDC e seu nome empresarial registrado já traz o sufixo de RJ. Estar em RJ não é indício de irregularidade.
89432702000158,INTECNIAL S.A. - EM RECUPERACAO JUDICIAL,3663579.915491,1,89432702000158,INTECNIAL S.A. - EM RECUPERACAO JUDICIAL,recuperação judicial,,,FIDC com exposição a cedente em RJ,CNPJ (idêntico) — razão social do cadastro CNPJ/RFB,fato confirmado por fonte primária,Cadastro CNPJ/Receita Federal via minhareceita.org; Lei 11.101/2005 art. 69 (sufixo obrigatório),Empresa figura como cedente de direitos creditórios em FIDC e seu nome empresarial registrado já traz o sufixo de RJ. Estar em RJ não é indício de irregularidade.
13191431000124,ROOT BRASIL AGRONEGOCIOS S/A EM RECUPERACAO JUDICIAL,2942090.565648,1,13191431000124,ROOT BRASIL AGRONEGOCIOS S/A EM RECUPERACAO JUDICIAL,pedido/deferimento em 2026 — fase específica não detalhada na fonte,2026 (1º quadrimestre),não detalhado na fonte (empresa sediada em MT),FIDC com exposição a cedente em RJ + FIDC com exposição a sacado em RJ + FIDC credor,CNPJ (idêntico) — presente no ranking de cedentes,fato confirmado por fonte primária,https://creditoprivado360.com.br/2026/05/12/onda-de-recuperacoes-judiciais-ja-comprometeu-r-4-bi-de-fidcs-em-2026/ ; Cadastro CNPJ/RFB,"Única empresa do levantamento Chimera cujo CNPJ foi confirmado contra a nossa base por meio do sufixo legal de RJ no cadastro CNPJ. Cedente de longa data (desde 2019) e ainda ativa como cedente em 2026-07, já em RJ."
53190599000130,JOSE ANTONIO MORROQUE EM RECUPERACAO JUDICIAL,2718450.1270079995,1,53190599000130,JOSE ANTONIO MORROQUE EM RECUPERACAO JUDICIAL,recuperação judicial,,,FIDC com exposição a cedente em RJ,CNPJ (idêntico) — razão social do cadastro CNPJ/RFB,fato confirmado por fonte primária,Cadastro CNPJ/Receita Federal via minhareceita.org; Lei 11.101/2005 art. 69 (sufixo obrigatório),Empresa figura como cedente de direitos creditórios em FIDC e seu nome empresarial registrado já traz o sufixo de RJ. Estar em RJ não é indício de irregularidade.
50334614000188,PORTO FELIZ INDUSTRIA E COMERCIO DE PAPEL E PAPELAO LTDA EM RECUPERACAO JUDICIAL,2709653.1693,1,50334614000188,PORTO FELIZ INDUSTRIA E COMERCIO DE PAPEL E PAPELAO LTDA EM RECUPERACAO JUDICIAL,recuperação judicial,,,FIDC com exposição a cedente em RJ,CNPJ (idêntico) — razão social do cadastro CNPJ/RFB,fato confirmado por fonte primária,Cadastro CNPJ/Receita Federal via minhareceita.org; Lei 11.101/2005 art. 69 (sufixo obrigatório),Empresa figura como cedente de direitos creditórios em FIDC e seu nome empresarial registrado já traz o sufixo de RJ. Estar em RJ não é indício de irregularidade.
53653242000140,CERBA DESTILARIA DE ALCOOL LTDA - EM RECUPERACAO JUDICIAL,2299230.769988,1,53653242000140,CERBA DESTILARIA DE ALCOOL LTDA - EM RECUPERACAO JUDICIAL,recuperação judicial,,,FIDC com exposição a cedente em RJ,CNPJ (idêntico) — razão social do cadastro CNPJ/RFB,fato confirmado por fonte primária,Cadastro CNPJ/Receita Federal via minhareceita.org; Lei 11.101/2005 art. 69 (sufixo obrigatório),Empresa figura como cedente de direitos creditórios em FIDC e seu nome empresarial registrado já traz o sufixo de RJ. Estar em RJ não é indício de irregularidade.
14437954000170,CONTINENTAL AGRONEGOCIOS LTDA EM RECUPERACAO JUDICIAL,2078331.95465,1,14437954000170,CONTINENTAL AGRONEGOCIOS LTDA EM RECUPERACAO JUDICIAL,recuperação judicial,,,FIDC com exposição a cedente em RJ,CNPJ (idêntico) — razão social do cadastro CNPJ/RFB,fato confirmado por fonte primária,Cadastro CNPJ/Receita Federal via minhareceita.org; Lei 11.101/2005 art. 69 (sufixo obrigatório),Empresa figura como cedente de direitos creditórios em FIDC e seu nome empresarial registrado já traz o sufixo de RJ. Estar em RJ não é indício de irregularidade.
14507895000160,LA VIERE INDUSTRIA TEXTIL LTDA EM RECUPERACAO JUDICIAL,1939742.181,1,14507895000160,LA VIERE INDUSTRIA TEXTIL LTDA EM RECUPERACAO JUDICIAL,recuperação judicial,,,FIDC com exposição a cedente em RJ,CNPJ (idêntico) — razão social do cadastro CNPJ/RFB,fato confirmado por fonte primária,Cadastro CNPJ/Receita Federal via minhareceita.org; Lei 11.101/2005 art. 69 (sufixo obrigatório),Empresa figura como cedente de direitos creditórios em FIDC e seu nome empresarial registrado já traz o sufixo de RJ. Estar em RJ não é indício de irregularidade.
33935882000136,RENOVA INDUSTRIA E COMERCIO DE CONDUTORES ELETRICOS E SERVICOS LTDA EM RECUPERACAO JUDICIAL,1774118.60166,1,33935882000136,RENOVA INDUSTRIA E COMERCIO DE CONDUTORES ELETRICOS E SERVICOS LTDA EM RECUPERACAO JUDICIAL,recuperação judicial,,,FIDC com exposição a cedente em RJ,CNPJ (idêntico) — razão social do cadastro CNPJ/RFB,fato confirmado por fonte primária,Cadastro CNPJ/Receita Federal via minhareceita.org; Lei 11.101/2005 art. 69 (sufixo obrigatório),Empresa figura como cedente de direitos creditórios em FIDC e seu nome empresarial registrado já traz o sufixo de RJ. Estar em RJ não é indício de irregularidade.
09660958000345,S3 MED DISTRIBUIDORA DE MEDICAMENTOS LTDA - EM RECUPERACAO JUDICIAL EM RECUPERACAO JUDICIAL,1741200.2173,1,09660958000345,S3 MED DISTRIBUIDORA DE MEDICAMENTOS LTDA - EM RECUPERACAO JUDICIAL EM RECUPERACAO JUDICIAL,recuperação judicial,,,FIDC com exposição a cedente em RJ,CNPJ (idêntico) — razão social do cadastro CNPJ/RFB,fato confirmado por fonte primária,Cadastro CNPJ/Receita Federal via minhareceita.org; Lei 11.101/2005 art. 69 (sufixo obrigatório),Empresa figura como cedente de direitos creditórios em FIDC e seu nome empresarial registrado já traz o sufixo de RJ. Estar em RJ não é indício de irregularidade.
33855532000160,FORTE PESCADOS SC LTDA EM RECUPERACAO JUDICIAL,1726223.391662,1,33855532000160,FORTE PESCADOS SC LTDA EM RECUPERACAO JUDICIAL,recuperação judicial,,,FIDC com exposição a cedente em RJ,CNPJ (idêntico) — razão social do cadastro CNPJ/RFB,fato confirmado por fonte primária,Cadastro CNPJ/Receita Federal via minhareceita.org; Lei 11.101/2005 art. 69 (sufixo obrigatório),Empresa figura como cedente de direitos creditórios em FIDC e seu nome empresarial registrado já traz o sufixo de RJ. Estar em RJ não é indício de irregularidade.
04377477000141,FRIBARREIRAS AGRO INDUSTRIAL DE ALIMENTOS LTDA EM RECUPERACAO JUDICIAL,1692754.8638949995,1,04377477000141,FRIBARREIRAS AGRO INDUSTRIAL DE ALIMENTOS LTDA EM RECUPERACAO JUDICIAL,recuperação judicial,,,FIDC com exposição a cedente em RJ,CNPJ (idêntico) — razão social do cadastro CNPJ/RFB,fato confirmado por fonte primária,Cadastro CNPJ/Receita Federal via minhareceita.org; Lei 11.101/2005 art. 69 (sufixo obrigatório),Empresa figura como cedente de direitos creditórios em FIDC e seu nome empresarial registrado já traz o sufixo de RJ. Estar em RJ não é indício de irregularidade.
07795539000123,INDUSTRIA DE MOLDES MM LTDA EM RECUPERACAO JUDICIAL,1653444.664,1,07795539000123,INDUSTRIA DE MOLDES MM LTDA EM RECUPERACAO JUDICIAL,recuperação judicial,,,FIDC com exposição a cedente em RJ,CNPJ (idêntico) — razão social do cadastro CNPJ/RFB,fato confirmado por fonte primária,Cadastro CNPJ/Receita Federal via minhareceita.org; Lei 11.101/2005 art. 69 (sufixo obrigatório),Empresa figura como cedente de direitos creditórios em FIDC e seu nome empresarial registrado já traz o sufixo de RJ. Estar em RJ não é indício de irregularidade.
10787589000173,MIPE - CONSTRUCOES E MONTAGENS LTDA - EM RECUPERACAO JUDICIAL,1542660.054352,1,10787589000173,MIPE - CONSTRUCOES E MONTAGENS LTDA - EM RECUPERACAO JUDICIAL,recuperação judicial,,,FIDC com exposição a cedente em RJ,CNPJ (idêntico) — razão social do cadastro CNPJ/RFB,fato confirmado por fonte primária,Cadastro CNPJ/Receita Federal via minhareceita.org; Lei 11.101/2005 art. 69 (sufixo obrigatório),Empresa figura como cedente de direitos creditórios em FIDC e seu nome empresarial registrado já traz o sufixo de RJ. Estar em RJ não é indício de irregularidade.
17241878000111,CRUZEIRO ESPORTE CLUBE EM RECUPERACAO JUDICIAL,1336981.532672,1,17241878000111,CRUZEIRO ESPORTE CLUBE EM RECUPERACAO JUDICIAL,recuperação judicial,,,FIDC com exposição a cedente em RJ,CNPJ (idêntico) — razão social do cadastro CNPJ/RFB,fato confirmado por fonte primária,Cadastro CNPJ/Receita Federal via minhareceita.org; Lei 11.101/2005 art. 69 (sufixo obrigatório),Empresa figura como cedente de direitos creditórios em FIDC e seu nome empresarial registrado já traz o sufixo de RJ. Estar em RJ não é indício de irregularidade.
19757541000197,PLASDIL PLASTICOS DIVINOPOLIS LTDA EM RECUPERACAO JUDICIAL,1288106.7717,1,19757541000197,PLASDIL PLASTICOS DIVINOPOLIS LTDA EM RECUPERACAO JUDICIAL,recuperação judicial,,,FIDC com exposição a cedente em RJ,CNPJ (idêntico) — razão social do cadastro CNPJ/RFB,fato confirmado por fonte primária,Cadastro CNPJ/Receita Federal via minhareceita.org; Lei 11.101/2005 art. 69 (sufixo obrigatório),Empresa figura como cedente de direitos creditórios em FIDC e seu nome empresarial registrado já traz o sufixo de RJ. Estar em RJ não é indício de irregularidade.
13747264000155,"COLIMAX COMERCIAL, IMPORTADORA E EXPORTADORA LTDA - EM RECUPERACAO JUDICIAL",1171682.110123,1,13747264000155,"COLIMAX COMERCIAL, IMPORTADORA E EXPORTADORA LTDA - EM RECUPERACAO JUDICIAL",recuperação judicial,,,FIDC com exposição a cedente em RJ,CNPJ (idêntico) — razão social do cadastro CNPJ/RFB,fato confirmado por fonte primária,Cadastro CNPJ/Receita Federal via minhareceita.org; Lei 11.101/2005 art. 69 (sufixo obrigatório),Empresa figura como cedente de direitos creditórios em FIDC e seu nome empresarial registrado já traz o sufixo de RJ. Estar em RJ não é indício de irregularidade.
02502520000128,ACCESS COBRANCA E CONTACT CENTER LTDA EM RECUPERACAO JUDICIAL,1157411.2648000002,1,02502520000128,ACCESS COBRANCA E CONTACT CENTER LTDA EM RECUPERACAO JUDICIAL,recuperação judicial,,,FIDC com exposição a cedente em RJ,CNPJ (idêntico) — razão social do cadastro CNPJ/RFB,fato confirmado por fonte primária,Cadastro CNPJ/Receita Federal via minhareceita.org; Lei 11.101/2005 art. 69 (sufixo obrigatório),Empresa figura como cedente de direitos creditórios em FIDC e seu nome empresarial registrado já traz o sufixo de RJ. Estar em RJ não é indício de irregularidade.
07020416000110,SFA INDUSTRIA E COMERCIO LTDA EM RECUPERACAO JUDICIAL EM RECUPERACAO JUDICIAL,1156729.859528,1,07020416000110,SFA INDUSTRIA E COMERCIO LTDA EM RECUPERACAO JUDICIAL EM RECUPERACAO JUDICIAL,recuperação judicial,,,FIDC com exposição a cedente em RJ,CNPJ (idêntico) — razão social do cadastro CNPJ/RFB,fato confirmado por fonte primária,Cadastro CNPJ/Receita Federal via minhareceita.org; Lei 11.101/2005 art. 69 (sufixo obrigatório),Empresa figura como cedente de direitos creditórios em FIDC e seu nome empresarial registrado já traz o sufixo de RJ. Estar em RJ não é indício de irregularidade.
11624776000107,AGROMEAL SUPRIMENTOS AGROPECUARIOS LTDA EM RECUPERACAO JUDICIAL,1054835.10308,1,11624776000107,AGROMEAL SUPRIMENTOS AGROPECUARIOS LTDA EM RECUPERACAO JUDICIAL,recuperação judicial,,,FIDC com exposição a cedente em RJ,CNPJ (idêntico) — razão social do cadastro CNPJ/RFB,fato confirmado por fonte primária,Cadastro CNPJ/Receita Federal via minhareceita.org; Lei 11.101/2005 art. 69 (sufixo obrigatório),Empresa figura como cedente de direitos creditórios em FIDC e seu nome empresarial registrado já traz o sufixo de RJ. Estar em RJ não é indício de irregularidade.
05262518000117,SERRANA SISTEMAS DE ENERGIA LTDA EM RECUPERACAO JUDICIAL,1043283.39164,1,05262518000117,SERRANA SISTEMAS DE ENERGIA LTDA EM RECUPERACAO JUDICIAL,recuperação judicial,,,FIDC com exposição a cedente em RJ,CNPJ (idêntico) — razão social do cadastro CNPJ/RFB,fato confirmado por fonte primária,Cadastro CNPJ/Receita Federal via minhareceita.org; Lei 11.101/2005 art. 69 (sufixo obrigatório),Empresa figura como cedente de direitos creditórios em FIDC e seu nome empresarial registrado já traz o sufixo de RJ. Estar em RJ não é indício de irregularidade.
05919420000190,SUCOS DO BRASIL S/A EM RECUPERACAO JUDICIAL,1000362.445257,1,05919420000190,SUCOS DO BRASIL S/A EM RECUPERACAO JUDICIAL,recuperação judicial,,,FIDC com exposição a cedente em RJ,CNPJ (idêntico) — razão social do cadastro CNPJ/RFB,fato confirmado por fonte primária,Cadastro CNPJ/Receita Federal via minhareceita.org; Lei 11.101/2005 art. 69 (sufixo obrigatório),Empresa figura como cedente de direitos creditórios em FIDC e seu nome empresarial registrado já traz o sufixo de RJ. Estar em RJ não é indício de irregularidade.
43238138000136,OBER SA INDUSTRIA E COMERCIO EM RECUPERACAO JUDICIAL,991309.446984,1,43238138000136,OBER SA INDUSTRIA E COMERCIO EM RECUPERACAO JUDICIAL,recuperação judicial,,,FIDC com exposição a cedente em RJ,CNPJ (idêntico) — razão social do cadastro CNPJ/RFB,fato confirmado por fonte primária,Cadastro CNPJ/Receita Federal via minhareceita.org; Lei 11.101/2005 art. 69 (sufixo obrigatório),Empresa figura como cedente de direitos creditórios em FIDC e seu nome empresarial registrado já traz o sufixo de RJ. Estar em RJ não é indício de irregularidade.
73337305000167,BDS AR CONDICIONADO LTDA EM RECUPERACAO JUDICIAL,968595.206139,1,73337305000167,BDS AR CONDICIONADO LTDA EM RECUPERACAO JUDICIAL,recuperação judicial,,,FIDC com exposição a cedente em RJ,CNPJ (idêntico) — razão social do cadastro CNPJ/RFB,fato confirmado por fonte primária,Cadastro CNPJ/Receita Federal via minhareceita.org; Lei 11.101/2005 art. 69 (sufixo obrigatório),Empresa figura como cedente de direitos creditórios em FIDC e seu nome empresarial registrado já traz o sufixo de RJ. Estar em RJ não é indício de irregularidade.
05001206000150,OFS INDUSTRIA E COMERCIO LTDA EM RECUPERACAO JUDICIAL,792850.909501,1,05001206000150,OFS INDUSTRIA E COMERCIO LTDA EM RECUPERACAO JUDICIAL,recuperação judicial,,,FIDC com exposição a cedente em RJ,CNPJ (idêntico) — razão social do cadastro CNPJ/RFB,fato confirmado por fonte primária,Cadastro CNPJ/Receita Federal via minhareceita.org; Lei 11.101/2005 art. 69 (sufixo obrigatório),Empresa figura como cedente de direitos creditórios em FIDC e seu nome empresarial registrado já traz o sufixo de RJ. Estar em RJ não é indício de irregularidade.
09634089000112,I S CAMPOS ATACADISTA E DISTRIBUIDORA LTDA EM RECUPERACAO JUDICIAL,781691.1115349999,1,09634089000112,I S CAMPOS ATACADISTA E DISTRIBUIDORA LTDA EM RECUPERACAO JUDICIAL,recuperação judicial,,,FIDC com exposição a cedente em RJ,CNPJ (idêntico) — razão social do cadastro CNPJ/RFB,fato confirmado por fonte primária,Cadastro CNPJ/Receita Federal via minhareceita.org; Lei 11.101/2005 art. 69 (sufixo obrigatório),Empresa figura como cedente de direitos creditórios em FIDC e seu nome empresarial registrado já traz o sufixo de RJ. Estar em RJ não é indício de irregularidade.
03990431000130,FRIGORIFICO RAINHA DA PAZ LTDA. EM RECUPERACAO JUDICIAL,774693.0318,1,03990431000130,FRIGORIFICO RAINHA DA PAZ LTDA. EM RECUPERACAO JUDICIAL,recuperação judicial,,,FIDC com exposição a cedente em RJ,CNPJ (idêntico) — razão social do cadastro CNPJ/RFB,fato confirmado por fonte primária,Cadastro CNPJ/Receita Federal via minhareceita.org; Lei 11.101/2005 art. 69 (sufixo obrigatório),Empresa figura como cedente de direitos creditórios em FIDC e seu nome empresarial registrado já traz o sufixo de RJ. Estar em RJ não é indício de irregularidade.
08728058000168,FORTALEZA AGRICOLA LTDA EM RECUPERACAO JUDICIAL,678785.157,1,08728058000168,FORTALEZA AGRICOLA LTDA EM RECUPERACAO JUDICIAL,recuperação judicial,,,FIDC com exposição a cedente em RJ,CNPJ (idêntico) — razão social do cadastro CNPJ/RFB,fato confirmado por fonte primária,Cadastro CNPJ/Receita Federal via minhareceita.org; Lei 11.101/2005 art. 69 (sufixo obrigatório),Empresa figura como cedente de direitos creditórios em FIDC e seu nome empresarial registrado já traz o sufixo de RJ. Estar em RJ não é indício de irregularidade.
61075099000185,IRMAOS RAIOLA & CIA. LTDA EM RECUPERACAO JUDICIAL,487956.277474,2,61075099000185,IRMAOS RAIOLA & CIA. LTDA EM RECUPERACAO JUDICIAL,recuperação judicial,,,FIDC com exposição a cedente em RJ,CNPJ (idêntico) — razão social do cadastro CNPJ/RFB,fato confirmado por fonte primária,Cadastro CNPJ/Receita Federal via minhareceita.org; Lei 11.101/2005 art. 69 (sufixo obrigatório),Empresa figura como cedente de direitos creditórios em FIDC e seu nome empresarial registrado já traz o sufixo de RJ. Estar em RJ não é indício de irregularidade.
61578183000464,AFA PLASTICO EM RECUPERACAO JUDICIAL LTDA,265643.605,1,61578183000464,AFA PLASTICO EM RECUPERACAO JUDICIAL LTDA,recuperação judicial,,,FIDC com exposição a cedente em RJ,CNPJ (idêntico) — razão social do cadastro CNPJ/RFB,fato confirmado por fonte primária,Cadastro CNPJ/Receita Federal via minhareceita.org; Lei 11.101/2005 art. 69 (sufixo obrigatório),Empresa figura como cedente de direitos creditórios em FIDC e seu nome empresarial registrado já traz o sufixo de RJ. Estar em RJ não é indício de irregularidade.
18943655000169,"KIOEL - IMPORTACAO, EXPORTACAO E COMERCIO LTDA EM RECUPERACAO JUDICIAL",232244.83395,1,18943655000169,"KIOEL - IMPORTACAO, EXPORTACAO E COMERCIO LTDA EM RECUPERACAO JUDICIAL",recuperação judicial,,,FIDC com exposição a cedente em RJ,CNPJ (idêntico) — razão social do cadastro CNPJ/RFB,fato confirmado por fonte primária,Cadastro CNPJ/Receita Federal via minhareceita.org; Lei 11.101/2005 art. 69 (sufixo obrigatório),Empresa figura como cedente de direitos creditórios em FIDC e seu nome empresarial registrado já traz o sufixo de RJ. Estar em RJ não é indício de irregularidade.
09203402000168,INDUSTRIA DE PESCADOS RIO VIVO LTDA EM RECUPERACAO JUDICIAL,136860.8247,1,09203402000168,INDUSTRIA DE PESCADOS RIO VIVO LTDA EM RECUPERACAO JUDICIAL,recuperação judicial,,,FIDC com exposição a cedente em RJ,CNPJ (idêntico) — razão social do cadastro CNPJ/RFB,fato confirmado por fonte primária,Cadastro CNPJ/Receita Federal via minhareceita.org; Lei 11.101/2005 art. 69 (sufixo obrigatório),Empresa figura como cedente de direitos creditórios em FIDC e seu nome empresarial registrado já traz o sufixo de RJ. Estar em RJ não é indício de irregularidade.
49493653000149,PROQUITEC INDUSTRIA DE PRODUTOS QUIMICOS E REPRESENTACAO COMERCIAL S.A EM RECUPERACAO JUDICIAL,135331.7538,1,49493653000149,PROQUITEC INDUSTRIA DE PRODUTOS QUIMICOS E REPRESENTACAO COMERCIAL S.A EM RECUPERACAO JUDICIAL,recuperação judicial,,,FIDC com exposição a cedente em RJ,CNPJ (idêntico) — razão social do cadastro CNPJ/RFB,fato confirmado por fonte primária,Cadastro CNPJ/Receita Federal via minhareceita.org; Lei 11.101/2005 art. 69 (sufixo obrigatório),Empresa figura como cedente de direitos creditórios em FIDC e seu nome empresarial registrado já traz o sufixo de RJ. Estar em RJ não é indício de irregularidade.
22667557000113,ER MARINI COMERCIO DE MADEIRAS LTDA EM RECUPERACAO JUDICIAL,124950.489,1,22667557000113,ER MARINI COMERCIO DE MADEIRAS LTDA EM RECUPERACAO JUDICIAL,recuperação judicial,,,FIDC com exposição a cedente em RJ,CNPJ (idêntico) — razão social do cadastro CNPJ/RFB,fato confirmado por fonte primária,Cadastro CNPJ/Receita Federal via minhareceita.org; Lei 11.101/2005 art. 69 (sufixo obrigatório),Empresa figura como cedente de direitos creditórios em FIDC e seu nome empresarial registrado já traz o sufixo de RJ. Estar em RJ não é indício de irregularidade.
79327649000171,CONDUSPAR CONDUTORES ELETRICOS LTDA EM RECUPERACAO JUDICIAL,0.0058,1,79327649000171,CONDUSPAR CONDUTORES ELETRICOS LTDA EM RECUPERACAO JUDICIAL,recuperação judicial,,,FIDC com exposição a cedente em RJ,CNPJ (idêntico) — razão social do cadastro CNPJ/RFB,fato confirmado por fonte primária,Cadastro CNPJ/Receita Federal via minhareceita.org; Lei 11.101/2005 art. 69 (sufixo obrigatório),Empresa figura como cedente de direitos creditórios em FIDC e seu nome empresarial registrado já traz o sufixo de RJ. Estar em RJ não é indício de irregularidade.
24785274000100,GRANELES BRASIL COMERCIAL IMPORTADORA EXPORTADORA AGRICOLA S.A EM RECUPERACAO JUDICIAL,0.004574,1,24785274000100,GRANELES BRASIL COMERCIAL IMPORTADORA EXPORTADORA AGRICOLA S.A EM RECUPERACAO JUDICIAL,recuperação judicial,,,FIDC com exposição a cedente em RJ,CNPJ (idêntico) — razão social do cadastro CNPJ/RFB,fato confirmado por fonte primária,Cadastro CNPJ/Receita Federal via minhareceita.org; Lei 11.101/2005 art. 69 (sufixo obrigatório),Empresa figura como cedente de direitos creditórios em FIDC e seu nome empresarial registrado já traz o sufixo de RJ. Estar em RJ não é indício de irregularidade.
06276902000727,SMP - INDUSTRIA E COMERCIO DE MOVEIS LTDA EM RECUPERACAO JUDICIAL,0.003338,1,06276902000727,SMP - INDUSTRIA E COMERCIO DE MOVEIS LTDA EM RECUPERACAO JUDICIAL,recuperação judicial,,,FIDC com exposição a cedente em RJ,CNPJ (idêntico) — razão social do cadastro CNPJ/RFB,fato confirmado por fonte primária,Cadastro CNPJ/Receita Federal via minhareceita.org; Lei 11.101/2005 art. 69 (sufixo obrigatório),Empresa figura como cedente de direitos creditórios em FIDC e seu nome empresarial registrado já traz o sufixo de RJ. Estar em RJ não é indício de irregularidade.
93647881000118,PARMISSIMO ALIMENTOS LTDA - EM RECUPERACAO JUDICIAL,0.002922,1,93647881000118,PARMISSIMO ALIMENTOS LTDA - EM RECUPERACAO JUDICIAL,recuperação judicial,,,FIDC com exposição a cedente em RJ,CNPJ (idêntico) — razão social do cadastro CNPJ/RFB,fato confirmado por fonte primária,Cadastro CNPJ/Receita Federal via minhareceita.org; Lei 11.101/2005 art. 69 (sufixo obrigatório),Empresa figura como cedente de direitos creditórios em FIDC e seu nome empresarial registrado já traz o sufixo de RJ. Estar em RJ não é indício de irregularidade.
